#LCode	English Name	Script	Locale Level	Path Level	STStatus	Bailey	Section	Page	Header	Code	ST Link
te	Telugu	Telugu	modern	modern	n/a	null	Locale Display Names	Keys	numbers	numbers-roman-core	https://st.unicode.org/v#/te//1b8ef3a124f1f0f4
te	Telugu	Telugu	modern	modern	n/a	null	Locale Display Names	Keys	numbers	numbers-romanlow-core	https://st.unicode.org/v#/te//1dedfa7fb2dbc3f4
te	Telugu	Telugu	modern	modern	n/a	null	Locale Display Names	Keys	numbers	numbers-segment-core	https://st.unicode.org/v#/te//37e06cb7205af98f
te	Telugu	Telugu	modern	modern	n/a	null	Locale Display Names	Keys	numbers	numbers-tamldec-core	https://st.unicode.org/v#/te//50a8057684dec419
te	Telugu	Telugu	modern	modern	n/a	null	Locale Display Names	Keys	numbers	numbers-traditional-core	https://st.unicode.org/v#/te//5ce4d1d91e739ec4
te	Telugu	Telugu	modern	modern	n/a	null	Locale Display Names	Keys	t0	t0-und	https://st.unicode.org/v#/te//174de6255f6f69ad
te	Telugu	Telugu	modern	modern	n/a	null	Locale Display Names	Keys	va	va-posix-core	https://st.unicode.org/v#/te//3b207cec4cf7a37c
te	Telugu	Telugu	modern	moderate	n/a	[	Core Data	Alphabetic Information	Symbols	Nested Bracked Replacement: (	https://st.unicode.org/v#/te//5f07aaec0572deb9
te	Telugu	Telugu	modern	moderate	n/a	［	Core Data	Alphabetic Information	Symbols	Nested Bracked Replacement: （	https://st.unicode.org/v#/te//6b3f9432b6084428
te	Telugu	Telugu	modern	moderate	n/a	]	Core Data	Alphabetic Information	Symbols	Nested Bracked Replacement: )	https://st.unicode.org/v#/te//cca9090168552a5
te	Telugu	Telugu	modern	moderate	n/a	］	Core Data	Alphabetic Information	Symbols	Nested Bracked Replacement: ）	https://st.unicode.org/v#/te//1fead4f36824848a
te	Telugu	Telugu	modern	moderate	n/a	null	Date & Time	Generic	DayOfMonth - abbreviated - Formatting	other	https://st.unicode.org/v#/te//700cf0f8a246e004
te	Telugu	Telugu	modern	moderate	n/a	-	Date & Time	Generic	Formats - Numeric - separator	Date	https://st.unicode.org/v#/te//373513a7ce47d340
te	Telugu	Telugu	modern	moderate	n/a	:	Date & Time	Generic	Formats - Numeric - separator	Time	https://st.unicode.org/v#/te//701f41ee72af59ed
te	Telugu	Telugu	modern	moderate	n/a	G y MMM ddd	Date & Time	Generic	Formats - Flexible - Date Formats	GyMMMddd	https://st.unicode.org/v#/te//5be00b5b9132f781
te	Telugu	Telugu	modern	moderate	n/a	G y MMM ddd, E	Date & Time	Generic	Formats - Flexible - Date Formats	GyMMMEddd	https://st.unicode.org/v#/te//603a79a6eac89f6a
te	Telugu	Telugu	modern	moderate	n/a	MMM ddd	Date & Time	Generic	Formats - Flexible - Date Formats	MMMddd	https://st.unicode.org/v#/te//2f89b98fe16795c5
te	Telugu	Telugu	modern	moderate	n/a	MMM ddd, E	Date & Time	Generic	Formats - Flexible - Date Formats	MMMEddd	https://st.unicode.org/v#/te//4fa24a77126102f9
te	Telugu	Telugu	modern	moderate	n/a	MMMM ddd	Date & Time	Generic	Formats - Flexible - Date Formats	MMMMddd	https://st.unicode.org/v#/te//400d5ffdcdaedd09
te	Telugu	Telugu	modern	moderate	n/a	G y MMM ddd	Date & Time	Generic	Formats - Flexible - Date Formats	yyyyMMMddd	https://st.unicode.org/v#/te//4e149fb9e38c193f
te	Telugu	Telugu	modern	moderate	n/a	G y MMM ddd, E	Date & Time	Generic	Formats - Flexible - Date Formats	yyyyMMMEddd	https://st.unicode.org/v#/te//6a4e46bfa8add33d
te	Telugu	Telugu	modern	moderate	n/a	{0} – {1}	Date & Time	Generic	Formats - Intervals - Range	mixed	https://st.unicode.org/v#/te//58efca47ccdca539
te	Telugu	Telugu	modern	moderate	n/a	{0}–{1}	Date & Time	Generic	Formats - Intervals - Range	non-numeric	https://st.unicode.org/v#/te//5aa5aae3b3752ad9
te	Telugu	Telugu	modern	moderate	n/a	{0}–{1}	Date & Time	Generic	Formats - Intervals - Range	numeric	https://st.unicode.org/v#/te//7dd6e0170bb598cd
te	Telugu	Telugu	modern	moderate	n/a	MMMM d–d	Date & Time	Generic	Formats - Intervals - Date Formats	MMMMd/d	https://st.unicode.org/v#/te//17d16777286b2000
te	Telugu	Telugu	modern	moderate	n/a	MMMM d – MMMM d	Date & Time	Generic	Formats - Intervals - Date Formats	MMMMd/M	https://st.unicode.org/v#/te//2cdabb3e33d3f8c1
te	Telugu	Telugu	modern	moderate	n/a	null	Date & Time	Gregorian	DayOfMonth - abbreviated - Formatting	other	https://st.unicode.org/v#/te//552b78d8dcc72e80
te	Telugu	Telugu	modern	moderate	n/a	G y MMM ddd	Date & Time	Gregorian	Formats - Flexible - Date Formats	GyMMMddd	https://st.unicode.org/v#/te//1448633d3d7929b4
te	Telugu	Telugu	modern	moderate	n/a	G y MMM ddd, E	Date & Time	Gregorian	Formats - Flexible - Date Formats	GyMMMEddd	https://st.unicode.org/v#/te//279bb5a21f5b3965
te	Telugu	Telugu	modern	moderate	n/a	G y MMMM	Date & Time	Gregorian	Formats - Flexible - Date Formats	GyMMMM	https://st.unicode.org/v#/te//75be2c5885156280
te	Telugu	Telugu	modern	moderate	n/a	G y MMMM d	Date & Time	Gregorian	Formats - Flexible - Date Formats	GyMMMMd	https://st.unicode.org/v#/te//241e8d953124cebd
te	Telugu	Telugu	modern	moderate	n/a	G y MMMM ddd	Date & Time	Gregorian	Formats - Flexible - Date Formats	GyMMMMddd	https://st.unicode.org/v#/te//6a12bc655d5ce185
te	Telugu	Telugu	modern	moderate	n/a	G y MMMM d, E	Date & Time	Gregorian	Formats - Flexible - Date Formats	GyMMMMEd	https://st.unicode.org/v#/te//69bf5c84dce4f246
te	Telugu	Telugu	modern	moderate	n/a	G y MMMM ddd, E	Date & Time	Gregorian	Formats - Flexible - Date Formats	GyMMMMEddd	https://st.unicode.org/v#/te//6d64c47a2b76e9fb
te	Telugu	Telugu	modern	moderate	n/a	MMM ddd	Date & Time	Gregorian	Formats - Flexible - Date Formats	MMMddd	https://st.unicode.org/v#/te//20c0a8816bd67ef6
te	Telugu	Telugu	modern	moderate	n/a	MMM ddd, E	Date & Time	Gregorian	Formats - Flexible - Date Formats	MMMEddd	https://st.unicode.org/v#/te//54e1190a95f49538
te	Telugu	Telugu	modern	moderate	n/a	MMMM ddd	Date & Time	Gregorian	Formats - Flexible - Date Formats	MMMMddd	https://st.unicode.org/v#/te//7cf3368cd635d6c8
te	Telugu	Telugu	modern	moderate	n/a	MMMM d, E	Date & Time	Gregorian	Formats - Flexible - Date Formats	MMMMEd	https://st.unicode.org/v#/te//1a4d65abf8d05b0d
te	Telugu	Telugu	modern	moderate	n/a	MMMM ddd, E	Date & Time	Gregorian	Formats - Flexible - Date Formats	MMMMEddd	https://st.unicode.org/v#/te//7696ab9f172ec45f
te	Telugu	Telugu	modern	moderate	n/a	y MMM ddd	Date & Time	Gregorian	Formats - Flexible - Date Formats	yMMMddd	https://st.unicode.org/v#/te//16f54ebfeff8b128
te	Telugu	Telugu	modern	moderate	n/a	y MMM ddd, E	Date & Time	Gregorian	Formats - Flexible - Date Formats	yMMMEddd	https://st.unicode.org/v#/te//2c2aa65c7fed7860
te	Telugu	Telugu	modern	basic	n/a	y MMMM d	Date & Time	Gregorian	Formats - Flexible - Date Formats	yMMMMd	https://st.unicode.org/v#/te//4fe1298242362b2b
te	Telugu	Telugu	modern	moderate	n/a	y MMMM ddd	Date & Time	Gregorian	Formats - Flexible - Date Formats	yMMMMddd	https://st.unicode.org/v#/te//7e794182e68e2c55
te	Telugu	Telugu	modern	basic	n/a	y MMMM d, E	Date & Time	Gregorian	Formats - Flexible - Date Formats	yMMMMEd	https://st.unicode.org/v#/te//67d70e4c34bba1a3
te	Telugu	Telugu	modern	moderate	n/a	y MMMM ddd, E	Date & Time	Gregorian	Formats - Flexible - Date Formats	yMMMMEddd	https://st.unicode.org/v#/te//e64a74b2ab0f7bc
te	Telugu	Telugu	modern	moderate	n/a	{0} {1}	Date & Time	Gregorian	Formats - Flexible - Append	Date-Timezone	https://st.unicode.org/v#/te//7fa71371abb195ab
te	Telugu	Telugu	modern	moderate	n/a	{1} {0}	Date & Time	Gregorian	Formats - Flexible - Append	Day-Of-Week	https://st.unicode.org/v#/te//107872cff5810356
te	Telugu	Telugu	modern	moderate	n/a	{1} {0}	Date & Time	Gregorian	Formats - Flexible - Append	Era	https://st.unicode.org/v#/te//658623b519e4419f
te	Telugu	Telugu	modern	moderate	n/a	{1} {0}	Date & Time	Gregorian	Formats - Flexible - Append	Time-Day-Of-Week	https://st.unicode.org/v#/te//2b39c621a5f7495b
te	Telugu	Telugu	modern	moderate	n/a	MMMM d–d	Date & Time	Gregorian	Formats - Intervals - Date Formats	MMMMd/d	https://st.unicode.org/v#/te//d9bdb15b05e77dd
te	Telugu	Telugu	modern	moderate	n/a	MMMM d – MMMM d	Date & Time	Gregorian	Formats - Intervals - Date Formats	MMMMd/M	https://st.unicode.org/v#/te//40b2d0873cab224b
te	Telugu	Telugu	modern	basic	n/a	UTC{0}	Timezones	Timezone Display Patterns	null	GMT Format-utc	https://st.unicode.org/v#/te//3a87a42ed8f4d4b1
te	Telugu	Telugu	modern	moderate	n/a	UTC+?	Timezones	Timezone Display Patterns	null	GMT Unknown Format-utc	https://st.unicode.org/v#/te//52c764ac12208d73
te	Telugu	Telugu	modern	moderate	n/a	{0}/{1}	Timezones	Timezone Display Patterns	null	Dual Standard/Daylight Format	https://st.unicode.org/v#/te//617abc8969d51a65
te	Telugu	Telugu	modern	basic	n/a	UTC	Timezones	Overrides	Etc/UTC	standard-short	https://st.unicode.org/v#/te//4c4fea4c1e106866
te	Telugu	Telugu	modern	moderate	n/a	null	Timezones	North America	Greenland	generic-long	https://st.unicode.org/v#/te//5c7eda744df5015
te	Telugu	Telugu	modern	moderate	n/a	null	Timezones	North America	Greenland	standard-long	https://st.unicode.org/v#/te//e7fa2bb6fc547b
te	Telugu	Telugu	modern	moderate	n/a	null	Timezones	North America	Greenland	daylight-long	https://st.unicode.org/v#/te//bc0978dac24a00a
te	Telugu	Telugu	modern	moderate	n/a	null	Timezones	Eastern Asia	Urumqi	standard-long	https://st.unicode.org/v#/te//6cc40a7f1a8cb19c
te	Telugu	Telugu	modern	modern	n/a	E18-006	Characters	Travel & Places 2	transport-water	🛙 –keywords	https://st.unicode.org/v#/te//20261b9c9f04556b
te	Telugu	Telugu	modern	modern	n/a	E18-006	Characters	Travel & Places 2	transport-water	🛙 -name	https://st.unicode.org/v#/te//181dc207aac39fb8
te	Telugu	Telugu	modern	modern	n/a	E18-007	Characters	Travel & Places 2	sky & weather	🪋 –keywords	https://st.unicode.org/v#/te//15ae039960fb3771
te	Telugu	Telugu	modern	modern	n/a	E18-007	Characters	Travel & Places 2	sky & weather	🪋 -name	https://st.unicode.org/v#/te//f1bdab4dcdf1e4f
te	Telugu	Telugu	modern	modern	n/a	E18-008	Characters	Objects2	writing	🪌 –keywords	https://st.unicode.org/v#/te//4977243479693549
te	Telugu	Telugu	modern	modern	n/a	E18-008	Characters	Objects2	writing	🪌 -name	https://st.unicode.org/v#/te//7c4d8804274b0ab
te	Telugu	Telugu	modern	modern	n/a	E18-009	Characters	Objects2	tool	🪍 –keywords	https://st.unicode.org/v#/te//6b502bc74f7dfe3c
te	Telugu	Telugu	modern	modern	n/a	E18-009	Characters	Objects2	tool	🪍 -name	https://st.unicode.org/v#/te//c5f9a6f91ad98d1
te	Telugu	Telugu	modern	modern	n/a	E18-004	Characters	Animals & Nature	animal-bug	🫌 –keywords	https://st.unicode.org/v#/te//59cb2941b338d57f
te	Telugu	Telugu	modern	modern	n/a	E18-004	Characters	Animals & Nature	animal-bug	🫌 -name	https://st.unicode.org/v#/te//7b553c15d2c6e687
te	Telugu	Telugu	modern	modern	n/a	E18-005	Characters	Food & Drink	food-vegetable	🫝 –keywords	https://st.unicode.org/v#/te//e89f0311012142a
te	Telugu	Telugu	modern	modern	n/a	E18-005	Characters	Food & Drink	food-vegetable	🫝 -name	https://st.unicode.org/v#/te//67392a4fbba1d7e0
te	Telugu	Telugu	modern	modern	n/a	E18-001	Characters	Smileys & Emotion	face-smiling	🫫 –keywords	https://st.unicode.org/v#/te//563990ffb0101cca
te	Telugu	Telugu	modern	modern	n/a	E18-001	Characters	Smileys & Emotion	face-smiling	🫫 -name	https://st.unicode.org/v#/te//42e8830260876de3
te	Telugu	Telugu	modern	modern	n/a	E18-002	Characters	People & Body	hand-fingers-closed	🫹 –keywords	https://st.unicode.org/v#/te//5446564699bcd829
te	Telugu	Telugu	modern	modern	n/a	E18-002	Characters	People & Body	hand-fingers-closed	🫹 -name	https://st.unicode.org/v#/te//4bd5b2f3300a92cc
te	Telugu	Telugu	modern	modern	n/a	E18-003	Characters	People & Body	hand-fingers-closed	🫺 –keywords	https://st.unicode.org/v#/te//33cf47d67123bcd7
te	Telugu	Telugu	modern	modern	n/a	E18-003	Characters	People & Body	hand-fingers-closed	🫺 -name	https://st.unicode.org/v#/te//270f46c1104a2dc4
te	Telugu	Telugu	modern	modern	n/a	ఆఫ్	Locale Display Names	Keys	Type Values	no	https://st.unicode.org/v#/te//2f3689b454e651ff
te	Telugu	Telugu	modern	modern	n/a	ఆన్	Locale Display Names	Keys	Type Values	yes	https://st.unicode.org/v#/te//acf3f6d6ab8b155
te	Telugu	Telugu	modern	moderate	n/a	-	Date & Time	Gregorian	Formats - Numeric - separator	Date	https://st.unicode.org/v#/te//32c0b5a15f23273d
te	Telugu	Telugu	modern	moderate	n/a	:	Date & Time	Gregorian	Formats - Numeric - separator	Time	https://st.unicode.org/v#/te//6d623c0a4cbfd3e4
te	Telugu	Telugu	modern	moderate	n/a	{0} – {1}	Date & Time	Gregorian	Formats - Intervals - Range	mixed	https://st.unicode.org/v#/te//2f55fb8565f389c5
te	Telugu	Telugu	modern	moderate	n/a	{0}–{1}	Date & Time	Gregorian	Formats - Intervals - Range	non-numeric	https://st.unicode.org/v#/te//1df870e2f136df54
te	Telugu	Telugu	modern	moderate	n/a	{0}–{1}	Date & Time	Gregorian	Formats - Intervals - Range	numeric	https://st.unicode.org/v#/te//580075dda1720cdf
tg	Tajik	Cyrillic	moderate	moderate	n/a	null	Locale Display Names	Keys	calendar	calendar-iso8601-core	https://st.unicode.org/v#/tg//3eff3daf771ed8dc
tg	Tajik	Cyrillic	moderate	moderate	n/a	[	Core Data	Alphabetic Information	Symbols	Nested Bracked Replacement: (	https://st.unicode.org/v#/tg//5f07aaec0572deb9
tg	Tajik	Cyrillic	moderate	moderate	n/a	［	Core Data	Alphabetic Information	Symbols	Nested Bracked Replacement: （	https://st.unicode.org/v#/tg//6b3f9432b6084428
tg	Tajik	Cyrillic	moderate	moderate	n/a	]	Core Data	Alphabetic Information	Symbols	Nested Bracked Replacement: )	https://st.unicode.org/v#/tg//cca9090168552a5
tg	Tajik	Cyrillic	moderate	moderate	n/a	］	Core Data	Alphabetic Information	Symbols	Nested Bracked Replacement: ）	https://st.unicode.org/v#/tg//1fead4f36824848a
tg	Tajik	Cyrillic	moderate	moderate	n/a	null	Date & Time	Generic	DayOfMonth - abbreviated - Formatting	other	https://st.unicode.org/v#/tg//700cf0f8a246e004
tg	Tajik	Cyrillic	moderate	moderate	n/a	:	Date & Time	Generic	Formats - Numeric - separator	Time	https://st.unicode.org/v#/tg//701f41ee72af59ed
tg	Tajik	Cyrillic	moderate	moderate	n/a	G y MMM ddd	Date & Time	Generic	Formats - Flexible - Date Formats	GyMMMddd	https://st.unicode.org/v#/tg//5be00b5b9132f781
tg	Tajik	Cyrillic	moderate	moderate	n/a	G y MMM ddd, E	Date & Time	Generic	Formats - Flexible - Date Formats	GyMMMEddd	https://st.unicode.org/v#/tg//603a79a6eac89f6a
tg	Tajik	Cyrillic	moderate	moderate	n/a	MMM ddd	Date & Time	Generic	Formats - Flexible - Date Formats	MMMddd	https://st.unicode.org/v#/tg//2f89b98fe16795c5
tg	Tajik	Cyrillic	moderate	moderate	n/a	MMM ddd, E	Date & Time	Generic	Formats - Flexible - Date Formats	MMMEddd	https://st.unicode.org/v#/tg//4fa24a77126102f9
tg	Tajik	Cyrillic	moderate	moderate	n/a	MMMM ddd	Date & Time	Generic	Formats - Flexible - Date Formats	MMMMddd	https://st.unicode.org/v#/tg//400d5ffdcdaedd09
tg	Tajik	Cyrillic	moderate	moderate	n/a	G y MMM ddd	Date & Time	Generic	Formats - Flexible - Date Formats	yyyyMMMddd	https://st.unicode.org/v#/tg//4e149fb9e38c193f
tg	Tajik	Cyrillic	moderate	moderate	n/a	G y MMM ddd, E	Date & Time	Generic	Formats - Flexible - Date Formats	yyyyMMMEddd	https://st.unicode.org/v#/tg//6a4e46bfa8add33d
tg	Tajik	Cyrillic	moderate	moderate	n/a	{0} – {1}	Date & Time	Generic	Formats - Intervals - Range	mixed	https://st.unicode.org/v#/tg//58efca47ccdca539
tg	Tajik	Cyrillic	moderate	moderate	n/a	{0} – {1}	Date & Time	Generic	Formats - Intervals - Range	non-numeric	https://st.unicode.org/v#/tg//5aa5aae3b3752ad9
tg	Tajik	Cyrillic	moderate	moderate	n/a	{0} – {1}	Date & Time	Generic	Formats - Intervals - Range	numeric	https://st.unicode.org/v#/tg//7dd6e0170bb598cd
tg	Tajik	Cyrillic	moderate	moderate	n/a	MMMM d–d	Date & Time	Generic	Formats - Intervals - Date Formats	MMMMd/d	https://st.unicode.org/v#/tg//17d16777286b2000
tg	Tajik	Cyrillic	moderate	moderate	n/a	MMMM d – MMMM d	Date & Time	Generic	Formats - Intervals - Date Formats	MMMMd/M	https://st.unicode.org/v#/tg//2cdabb3e33d3f8c1
tg	Tajik	Cyrillic	moderate	moderate	n/a	null	Date & Time	Gregorian	DayOfMonth - abbreviated - Formatting	other	https://st.unicode.org/v#/tg//552b78d8dcc72e80
tg	Tajik	Cyrillic	moderate	moderate	n/a	G y MMM ddd	Date & Time	Gregorian	Formats - Flexible - Date Formats	GyMMMddd	https://st.unicode.org/v#/tg//1448633d3d7929b4
tg	Tajik	Cyrillic	moderate	moderate	n/a	G y MMM ddd, E	Date & Time	Gregorian	Formats - Flexible - Date Formats	GyMMMEddd	https://st.unicode.org/v#/tg//279bb5a21f5b3965
tg	Tajik	Cyrillic	moderate	moderate	n/a	G y MMMM	Date & Time	Gregorian	Formats - Flexible - Date Formats	GyMMMM	https://st.unicode.org/v#/tg//75be2c5885156280
tg	Tajik	Cyrillic	moderate	moderate	n/a	G y MMMM d	Date & Time	Gregorian	Formats - Flexible - Date Formats	GyMMMMd	https://st.unicode.org/v#/tg//241e8d953124cebd
tg	Tajik	Cyrillic	moderate	moderate	n/a	G y MMMM ddd	Date & Time	Gregorian	Formats - Flexible - Date Formats	GyMMMMddd	https://st.unicode.org/v#/tg//6a12bc655d5ce185
tg	Tajik	Cyrillic	moderate	moderate	n/a	G y MMMM d, E	Date & Time	Gregorian	Formats - Flexible - Date Formats	GyMMMMEd	https://st.unicode.org/v#/tg//69bf5c84dce4f246
tg	Tajik	Cyrillic	moderate	moderate	n/a	G y MMMM ddd, E	Date & Time	Gregorian	Formats - Flexible - Date Formats	GyMMMMEddd	https://st.unicode.org/v#/tg//6d64c47a2b76e9fb
tg	Tajik	Cyrillic	moderate	moderate	n/a	MMM ddd	Date & Time	Gregorian	Formats - Flexible - Date Formats	MMMddd	https://st.unicode.org/v#/tg//20c0a8816bd67ef6
tg	Tajik	Cyrillic	moderate	moderate	n/a	MMM ddd, E	Date & Time	Gregorian	Formats - Flexible - Date Formats	MMMEddd	https://st.unicode.org/v#/tg//54e1190a95f49538
tg	Tajik	Cyrillic	moderate	moderate	n/a	MMMM ddd	Date & Time	Gregorian	Formats - Flexible - Date Formats	MMMMddd	https://st.unicode.org/v#/tg//7cf3368cd635d6c8
tg	Tajik	Cyrillic	moderate	moderate	n/a	MMMM d, E	Date & Time	Gregorian	Formats - Flexible - Date Formats	MMMMEd	https://st.unicode.org/v#/tg//1a4d65abf8d05b0d
tg	Tajik	Cyrillic	moderate	moderate	n/a	MMMM ddd, E	Date & Time	Gregorian	Formats - Flexible - Date Formats	MMMMEddd	https://st.unicode.org/v#/tg//7696ab9f172ec45f
tg	Tajik	Cyrillic	moderate	moderate	n/a	'ҳафтаи' W, MMMM	Date & Time	Gregorian	Formats - Flexible - Date Formats	MMMMW-one	https://st.unicode.org/v#/tg//1ec76a162df4783a
tg	Tajik	Cyrillic	moderate	moderate	n/a	y MMM ddd	Date & Time	Gregorian	Formats - Flexible - Date Formats	yMMMddd	https://st.unicode.org/v#/tg//16f54ebfeff8b128
tg	Tajik	Cyrillic	moderate	moderate	n/a	y MMM ddd, E	Date & Time	Gregorian	Formats - Flexible - Date Formats	yMMMEddd	https://st.unicode.org/v#/tg//2c2aa65c7fed7860
tg	Tajik	Cyrillic	moderate	basic	n/a	y MMMM d	Date & Time	Gregorian	Formats - Flexible - Date Formats	yMMMMd	https://st.unicode.org/v#/tg//4fe1298242362b2b
tg	Tajik	Cyrillic	moderate	moderate	n/a	y MMMM ddd	Date & Time	Gregorian	Formats - Flexible - Date Formats	yMMMMddd	https://st.unicode.org/v#/tg//7e794182e68e2c55
tg	Tajik	Cyrillic	moderate	basic	n/a	y MMMM d, E	Date & Time	Gregorian	Formats - Flexible - Date Formats	yMMMMEd	https://st.unicode.org/v#/tg//67d70e4c34bba1a3
tg	Tajik	Cyrillic	moderate	moderate	n/a	y MMMM ddd, E	Date & Time	Gregorian	Formats - Flexible - Date Formats	yMMMMEddd	https://st.unicode.org/v#/tg//e64a74b2ab0f7bc
tg	Tajik	Cyrillic	moderate	moderate	n/a	'ҳафтаи' w, Y	Date & Time	Gregorian	Formats - Flexible - Date Formats	yw-one	https://st.unicode.org/v#/tg//5e964b6a3482902a
tg	Tajik	Cyrillic	moderate	moderate	n/a	{0} {1}	Date & Time	Gregorian	Formats - Flexible - Append	Date-Timezone	https://st.unicode.org/v#/tg//7fa71371abb195ab
tg	Tajik	Cyrillic	moderate	moderate	n/a	{1} {0}	Date & Time	Gregorian	Formats - Flexible - Append	Day-Of-Week	https://st.unicode.org/v#/tg//107872cff5810356
tg	Tajik	Cyrillic	moderate	moderate	n/a	{1} {0}	Date & Time	Gregorian	Formats - Flexible - Append	Era	https://st.unicode.org/v#/tg//658623b519e4419f
tg	Tajik	Cyrillic	moderate	moderate	n/a	{1} {0}	Date & Time	Gregorian	Formats - Flexible - Append	Time-Day-Of-Week	https://st.unicode.org/v#/tg//2b39c621a5f7495b
tg	Tajik	Cyrillic	moderate	moderate	n/a	MMMM d–d	Date & Time	Gregorian	Formats - Intervals - Date Formats	MMMMd/d	https://st.unicode.org/v#/tg//d9bdb15b05e77dd
tg	Tajik	Cyrillic	moderate	moderate	n/a	MMMM d – MMMM d	Date & Time	Gregorian	Formats - Intervals - Date Formats	MMMMd/M	https://st.unicode.org/v#/tg//40b2d0873cab224b
tg	Tajik	Cyrillic	moderate	basic	n/a	UTC{0}	Timezones	Timezone Display Patterns	null	GMT Format-utc	https://st.unicode.org/v#/tg//3a87a42ed8f4d4b1
tg	Tajik	Cyrillic	moderate	moderate	n/a	UTC+?	Timezones	Timezone Display Patterns	null	GMT Unknown Format-utc	https://st.unicode.org/v#/tg//52c764ac12208d73
tg	Tajik	Cyrillic	moderate	moderate	n/a	{0}/{1}	Timezones	Timezone Display Patterns	null	Dual Standard/Daylight Format	https://st.unicode.org/v#/tg//617abc8969d51a65
tg	Tajik	Cyrillic	moderate	basic	n/a	UTC	Timezones	Overrides	Etc/UTC	standard-short	https://st.unicode.org/v#/tg//4c4fea4c1e106866
tg	Tajik	Cyrillic	moderate	moderate	n/a	Acre	Timezones	South America	Acre	generic-long	https://st.unicode.org/v#/tg//6e1533dc1ac65c19
tg	Tajik	Cyrillic	moderate	moderate	n/a	null	Timezones	South America	Acre	standard-long	https://st.unicode.org/v#/tg//602de040f42264a3
tg	Tajik	Cyrillic	moderate	moderate	n/a	null	Timezones	South America	Acre	daylight-long	https://st.unicode.org/v#/tg//25fda076cbcef668
tg	Tajik	Cyrillic	moderate	moderate	n/a	null	Timezones	North America	Greenland	generic-long	https://st.unicode.org/v#/tg//5c7eda744df5015
tg	Tajik	Cyrillic	moderate	moderate	n/a	null	Timezones	North America	Greenland	standard-long	https://st.unicode.org/v#/tg//e7fa2bb6fc547b
tg	Tajik	Cyrillic	moderate	moderate	n/a	null	Timezones	North America	Greenland	daylight-long	https://st.unicode.org/v#/tg//bc0978dac24a00a
tg	Tajik	Cyrillic	moderate	moderate	n/a	null	Timezones	Russia	Kamchatka	generic-long	https://st.unicode.org/v#/tg//80f10fa3875ca1f
tg	Tajik	Cyrillic	moderate	moderate	n/a	null	Timezones	Russia	Kamchatka	standard-long	https://st.unicode.org/v#/tg//6d9557805df1ce79
tg	Tajik	Cyrillic	moderate	moderate	n/a	null	Timezones	Russia	Kamchatka	daylight-long	https://st.unicode.org/v#/tg//671f4c949ee9411e
tg	Tajik	Cyrillic	moderate	moderate	n/a	null	Timezones	Russia	Samara	generic-long	https://st.unicode.org/v#/tg//362608a83f1871d2
tg	Tajik	Cyrillic	moderate	moderate	n/a	null	Timezones	Russia	Samara	standard-long	https://st.unicode.org/v#/tg//1565e15a7312e4d5
tg	Tajik	Cyrillic	moderate	moderate	n/a	null	Timezones	Russia	Samara	daylight-long	https://st.unicode.org/v#/tg//346a1199678bd8a7
tg	Tajik	Cyrillic	moderate	moderate	n/a	null	Timezones	Western Asia	Turkey	generic-long	https://st.unicode.org/v#/tg//68d13963fcc3d7d7
tg	Tajik	Cyrillic	moderate	moderate	n/a	null	Timezones	Western Asia	Turkey	standard-long	https://st.unicode.org/v#/tg//341b226a27cc10ea
tg	Tajik	Cyrillic	moderate	moderate	n/a	null	Timezones	Western Asia	Turkey	daylight-long	https://st.unicode.org/v#/tg//5f1aba00354d8de2
tg	Tajik	Cyrillic	moderate	moderate	n/a	null	Timezones	Eastern Asia	Urumqi	standard-long	https://st.unicode.org/v#/tg//6cc40a7f1a8cb19c
tg	Tajik	Cyrillic	moderate	moderate	n/a	0 ҳзр'.'	Numbers	Compact Decimal Formatting	Long Formats 	4-digits-long-one	https://st.unicode.org/v#/tg//2667ff976b17c1a0
tg	Tajik	Cyrillic	moderate	moderate	n/a	0 млн'.'	Numbers	Compact Decimal Formatting	Long Formats 	7-digits-long-one	https://st.unicode.org/v#/tg//f04c4f019f4276e
tg	Tajik	Cyrillic	moderate	moderate	n/a	0 млрд'.'	Numbers	Compact Decimal Formatting	Long Formats 	10-digits-long-one	https://st.unicode.org/v#/tg//22fb59ee30d2cb7
tg	Tajik	Cyrillic	moderate	moderate	n/a	0 трлн'.'	Numbers	Compact Decimal Formatting	Long Formats 	13-digits-long-one	https://st.unicode.org/v#/tg//57906f009a437d67
tg	Tajik	Cyrillic	moderate	moderate	n/a	0 ҳзр'.'	Numbers	Compact Decimal Formatting	Short Formats 	4-digits-short-one	https://st.unicode.org/v#/tg//1fa80a0950724236
tg	Tajik	Cyrillic	moderate	moderate	n/a	0 млн'.'	Numbers	Compact Decimal Formatting	Short Formats 	7-digits-short-one	https://st.unicode.org/v#/tg//1139c2015e8c8227
tg	Tajik	Cyrillic	moderate	moderate	n/a	0 млрд'.'	Numbers	Compact Decimal Formatting	Short Formats 	10-digits-short-one	https://st.unicode.org/v#/tg//5adf16db99e818e
tg	Tajik	Cyrillic	moderate	moderate	n/a	0 трлн'.'	Numbers	Compact Decimal Formatting	Short Formats 	13-digits-short-one	https://st.unicode.org/v#/tg//41764b7a50edfb83
