#LCode	English Name	Script	Locale Level	Path Level	STStatus	Bailey	Section	Page	Header	Code	ST Link
‡ast	Asturian	Latin	moderate	moderate	n/a	chinu	Locale Display Names	Languages (A-D)	C	Chinese ► zh-menu	http://st.unicode.org/cldr-apps/v#/ast//89bfbc46185de05
sq	Albanian	Latin	modern	modern	n/a	dram fluid	Units	Volume	dram	short-displayName	http://st.unicode.org/cldr-apps/v#/sq//53166ca23ecd6a40
sq	Albanian	Latin	modern	modern	n/a	{0} dram fl	Units	Volume	dram	short-one-nominative	http://st.unicode.org/cldr-apps/v#/sq//29b0286a62dcfbef
sq	Albanian	Latin	modern	modern	n/a	{0} dram fl	Units	Volume	dram	short-other-nominative	http://st.unicode.org/cldr-apps/v#/sq//489cdd047e9c3c46
sq	Albanian	Latin	modern	modern	n/a	jigger	Units	Volume	jigger	short-displayName	http://st.unicode.org/cldr-apps/v#/sq//536b373c867ecf7e
sq	Albanian	Latin	modern	modern	n/a	{0} jigger	Units	Volume	jigger	short-one-nominative	http://st.unicode.org/cldr-apps/v#/sq//345b1e530fa9110b
sq	Albanian	Latin	modern	modern	n/a	{0} jigger	Units	Volume	jigger	short-other-nominative	http://st.unicode.org/cldr-apps/v#/sq//7c927fe1e43857eb
sq	Albanian	Latin	modern	modern	n/a	pinch	Units	Volume	pinch	short-displayName	http://st.unicode.org/cldr-apps/v#/sq//131e462615cd89c7
sq	Albanian	Latin	modern	modern	n/a	{0} pinch	Units	Volume	pinch	short-one-nominative	http://st.unicode.org/cldr-apps/v#/sq//3f26b4b34dba964f
sq	Albanian	Latin	modern	modern	n/a	{0} pinch	Units	Volume	pinch	short-other-nominative	http://st.unicode.org/cldr-apps/v#/sq//2233fbe00d230b7
sq	Albanian	Latin	modern	modern	n/a	prof. dr.	Miscellaneous	Person Name Formats	SampleName Fields for Item: full	prefix	http://st.unicode.org/cldr-apps/v#/sq//2855fb6cc357a1cb
sq	Albanian	Latin	modern	modern	n/a	tilde	Characters	Symbols2	math	~ –keywords	http://st.unicode.org/cldr-apps/v#/sq//28068606aad81296
sq	Albanian	Latin	modern	modern	n/a	tilde	Characters	Symbols2	math	~ -name	http://st.unicode.org/cldr-apps/v#/sq//3fc7c94b8519101b
sq	Albanian	Latin	modern	modern	n/a	kanë	Characters	Food & Drink	dishware	🫙 –keywords	http://st.unicode.org/cldr-apps/v#/sq//2ba60c36feb93246
sq	Albanian	Latin	modern	modern	n/a	kanë	Characters	Food & Drink	dishware	🫙 -name	http://st.unicode.org/cldr-apps/v#/sq//6b8867f04c269b09
sq	Albanian	Latin	modern	modern	n/a	lidhje me valë	Characters	Symbols2	av-symbol	🛜 –keywords	http://st.unicode.org/cldr-apps/v#/sq//2aa4a5ec495cb2a
sq	Albanian	Latin	modern	modern	n/a	lidhje me valë	Characters	Symbols2	av-symbol	🛜 -name	http://st.unicode.org/cldr-apps/v#/sq//1ce24715995b86fe
sq	Albanian	Latin	modern	modern	n/a	shenjë e fortë barazie	Characters	Symbols2	math	🟰 –keywords	http://st.unicode.org/cldr-apps/v#/sq//60620fbc2a785a9e
sq	Albanian	Latin	modern	modern	n/a	shenjë e fortë barazie	Characters	Symbols2	math	🟰 -name	http://st.unicode.org/cldr-apps/v#/sq//7f065c32c53b9818
to	Tongan	Latin	modern	moderate	n/a	AED	Currencies	Western Asia (C)	Western Asia: United Arab Emirates	AED-name	http://st.unicode.org/cldr-apps/v#/to//17d4e6f6de04303
to	Tongan	Latin	modern	moderate	n/a	AED	Currencies	Western Asia (C)	Western Asia: United Arab Emirates	AED-name-other	http://st.unicode.org/cldr-apps/v#/to//fc25f99c4635c72
to	Tongan	Latin	modern	moderate	n/a	AFN	Currencies	Southern Asia (C)	Southern Asia: Afghanistan	AFN-name	http://st.unicode.org/cldr-apps/v#/to//2143c475bfc49789
to	Tongan	Latin	modern	moderate	n/a	AFN	Currencies	Southern Asia (C)	Southern Asia: Afghanistan	AFN-name-other	http://st.unicode.org/cldr-apps/v#/to//273f773c35b87f71
to	Tongan	Latin	modern	moderate	n/a	ALL	Currencies	Southern/Eastern Europe	Southern Europe: Albania	ALL-name	http://st.unicode.org/cldr-apps/v#/to//1ce68db09f27168e
to	Tongan	Latin	modern	moderate	n/a	ALL	Currencies	Southern/Eastern Europe	Southern Europe: Albania	ALL-name-other	http://st.unicode.org/cldr-apps/v#/to//f6bed620b8beb7e
to	Tongan	Latin	modern	moderate	n/a	AMD	Currencies	Western Asia (C)	Western Asia: Armenia	AMD-name	http://st.unicode.org/cldr-apps/v#/to//18297165f42739ce
to	Tongan	Latin	modern	moderate	n/a	AMD	Currencies	Western Asia (C)	Western Asia: Armenia	AMD-name-other	http://st.unicode.org/cldr-apps/v#/to//248acb20005694b7
to	Tongan	Latin	modern	moderate	n/a	ANG	Currencies	North America (C)	Caribbean: Curaçao	ANG-name	http://st.unicode.org/cldr-apps/v#/to//2fa097bfd08b05c6
to	Tongan	Latin	modern	moderate	n/a	ANG	Currencies	North America (C)	Caribbean: Curaçao	ANG-name-other	http://st.unicode.org/cldr-apps/v#/to//584d29f39cc09fd6
to	Tongan	Latin	modern	moderate	n/a	AOA	Currencies	Middle Africa	Middle Africa: Angola	AOA-name	http://st.unicode.org/cldr-apps/v#/to//72351897bd713ef8
to	Tongan	Latin	modern	moderate	n/a	AOA	Currencies	Middle Africa	Middle Africa: Angola	AOA-name-other	http://st.unicode.org/cldr-apps/v#/to//5c5497e75f927e58
to	Tongan	Latin	modern	moderate	n/a	ARS	Currencies	South America (C)	South America: Argentina	ARS-name	http://st.unicode.org/cldr-apps/v#/to//29cc40c679e6357d
to	Tongan	Latin	modern	moderate	n/a	ARS	Currencies	South America (C)	South America: Argentina	ARS-name-other	http://st.unicode.org/cldr-apps/v#/to//5a22a27bff0bee86
to	Tongan	Latin	modern	moderate	n/a	AWG	Currencies	North America (C)	Caribbean: Aruba	AWG-name	http://st.unicode.org/cldr-apps/v#/to//3baefce3ed4a8693
to	Tongan	Latin	modern	moderate	n/a	AWG	Currencies	North America (C)	Caribbean: Aruba	AWG-name-other	http://st.unicode.org/cldr-apps/v#/to//5b9bb059570cff3
to	Tongan	Latin	modern	moderate	n/a	AZN	Currencies	Western Asia (C)	Western Asia: Azerbaijan	AZN-name	http://st.unicode.org/cldr-apps/v#/to//77b8c3e5586e1df9
to	Tongan	Latin	modern	moderate	n/a	AZN	Currencies	Western Asia (C)	Western Asia: Azerbaijan	AZN-name-other	http://st.unicode.org/cldr-apps/v#/to//12c8763115f6781b
to	Tongan	Latin	modern	moderate	n/a	BAM	Currencies	Southern/Eastern Europe	Southern Europe: Bosnia & Herzegovina	BAM-name	http://st.unicode.org/cldr-apps/v#/to//668f69fe857aa10e
to	Tongan	Latin	modern	moderate	n/a	BAM	Currencies	Southern/Eastern Europe	Southern Europe: Bosnia & Herzegovina	BAM-name-other	http://st.unicode.org/cldr-apps/v#/to//7059c57c6108edb4
to	Tongan	Latin	modern	moderate	n/a	BBD	Currencies	North America (C)	Caribbean: Barbados	BBD-name	http://st.unicode.org/cldr-apps/v#/to//5dd10a514bc04e9c
to	Tongan	Latin	modern	moderate	n/a	BBD	Currencies	North America (C)	Caribbean: Barbados	BBD-name-other	http://st.unicode.org/cldr-apps/v#/to//7f567380852f32f7
to	Tongan	Latin	modern	moderate	n/a	BDT	Currencies	Southern Asia (C)	Southern Asia: Bangladesh	BDT-name	http://st.unicode.org/cldr-apps/v#/to//6f73dc5b8778679
to	Tongan	Latin	modern	moderate	n/a	BDT	Currencies	Southern Asia (C)	Southern Asia: Bangladesh	BDT-name-other	http://st.unicode.org/cldr-apps/v#/to//7e800c0e24faa0b
to	Tongan	Latin	modern	moderate	n/a	BGN	Currencies	Southern/Eastern Europe	Eastern Europe: Bulgaria	BGN-name	http://st.unicode.org/cldr-apps/v#/to//2a5738a06188dd09
to	Tongan	Latin	modern	moderate	n/a	BGN	Currencies	Southern/Eastern Europe	Eastern Europe: Bulgaria	BGN-name-other	http://st.unicode.org/cldr-apps/v#/to//788350364fd22b46
to	Tongan	Latin	modern	moderate	n/a	BHD	Currencies	Western Asia (C)	Western Asia: Bahrain	BHD-name	http://st.unicode.org/cldr-apps/v#/to//6070425d4ecbab7d
to	Tongan	Latin	modern	moderate	n/a	BHD	Currencies	Western Asia (C)	Western Asia: Bahrain	BHD-name-other	http://st.unicode.org/cldr-apps/v#/to//5064a041f0381f43
to	Tongan	Latin	modern	moderate	n/a	BIF	Currencies	Eastern Africa	Eastern Africa: Burundi	BIF-name	http://st.unicode.org/cldr-apps/v#/to//62f6c9b0b2b720ee
to	Tongan	Latin	modern	moderate	n/a	BIF	Currencies	Eastern Africa	Eastern Africa: Burundi	BIF-name-other	http://st.unicode.org/cldr-apps/v#/to//7cd00a0b5471d2e0
to	Tongan	Latin	modern	moderate	n/a	BMD	Currencies	North America (C)	Northern America: Bermuda	BMD-name	http://st.unicode.org/cldr-apps/v#/to//56ef76ba1eaadf80
to	Tongan	Latin	modern	moderate	n/a	BMD	Currencies	North America (C)	Northern America: Bermuda	BMD-name-other	http://st.unicode.org/cldr-apps/v#/to//3a3ec1a0f4d3300b
to	Tongan	Latin	modern	moderate	n/a	BND	Currencies	Southeast Asia (C)	Southeast Asia: Brunei	BND-name	http://st.unicode.org/cldr-apps/v#/to//65e6786d67691d94
to	Tongan	Latin	modern	moderate	n/a	BND	Currencies	Southeast Asia (C)	Southeast Asia: Brunei	BND-name-other	http://st.unicode.org/cldr-apps/v#/to//194c1b97208a80c8
to	Tongan	Latin	modern	moderate	n/a	BOB	Currencies	South America (C)	South America: Bolivia	BOB-name	http://st.unicode.org/cldr-apps/v#/to//7c48ccfbe08394b7
to	Tongan	Latin	modern	moderate	n/a	BOB	Currencies	South America (C)	South America: Bolivia	BOB-name-other	http://st.unicode.org/cldr-apps/v#/to//2b210416349a8214
to	Tongan	Latin	modern	moderate	n/a	BRL	Currencies	South America (C)	South America: Brazil	BRL-name	http://st.unicode.org/cldr-apps/v#/to//42b92cc6fcad71da
to	Tongan	Latin	modern	moderate	n/a	BRL	Currencies	South America (C)	South America: Brazil	BRL-name-other	http://st.unicode.org/cldr-apps/v#/to//4b9cd8699b67c3b
to	Tongan	Latin	modern	moderate	n/a	BSD	Currencies	North America (C)	Caribbean: Bahamas	BSD-name	http://st.unicode.org/cldr-apps/v#/to//704da516fff5dbaa
to	Tongan	Latin	modern	moderate	n/a	BSD	Currencies	North America (C)	Caribbean: Bahamas	BSD-name-other	http://st.unicode.org/cldr-apps/v#/to//4ad43bd8b8cc70de
to	Tongan	Latin	modern	moderate	n/a	BTN	Currencies	Southern Asia (C)	Southern Asia: Bhutan	BTN-name	http://st.unicode.org/cldr-apps/v#/to//e5f3059a57dd7ec
to	Tongan	Latin	modern	moderate	n/a	BTN	Currencies	Southern Asia (C)	Southern Asia: Bhutan	BTN-name-other	http://st.unicode.org/cldr-apps/v#/to//b738acb7ba8b76d
to	Tongan	Latin	modern	moderate	n/a	BWP	Currencies	Southern Africa	Southern Africa: Botswana	BWP-name	http://st.unicode.org/cldr-apps/v#/to//1cb5cb416d226ab9
to	Tongan	Latin	modern	moderate	n/a	BWP	Currencies	Southern Africa	Southern Africa: Botswana	BWP-name-other	http://st.unicode.org/cldr-apps/v#/to//5e95c28352bc7fc8
to	Tongan	Latin	modern	moderate	n/a	BYN	Currencies	Southern/Eastern Europe	Eastern Europe: Belarus	BYN-name	http://st.unicode.org/cldr-apps/v#/to//6a2b565cfa0d2c8d
to	Tongan	Latin	modern	moderate	n/a	BYN	Currencies	Southern/Eastern Europe	Eastern Europe: Belarus	BYN-name-other	http://st.unicode.org/cldr-apps/v#/to//12f6b7c92038fe46
to	Tongan	Latin	modern	moderate	n/a	BZD	Currencies	North America (C)	Central America: Belize	BZD-name	http://st.unicode.org/cldr-apps/v#/to//27e10f3312c9bad0
to	Tongan	Latin	modern	moderate	n/a	BZD	Currencies	North America (C)	Central America: Belize	BZD-name-other	http://st.unicode.org/cldr-apps/v#/to//2eb3e7637b8109aa
to	Tongan	Latin	modern	moderate	n/a	CAD	Currencies	North America (C)	Northern America: Canada	CAD-name	http://st.unicode.org/cldr-apps/v#/to//784498f5498cb8
to	Tongan	Latin	modern	moderate	n/a	CAD	Currencies	North America (C)	Northern America: Canada	CAD-name-other	http://st.unicode.org/cldr-apps/v#/to//1e05375ecaacdaf
to	Tongan	Latin	modern	moderate	n/a	CDF	Currencies	Middle Africa	Middle Africa: Congo - Kinshasa	CDF-name	http://st.unicode.org/cldr-apps/v#/to//4891018be455cc69
to	Tongan	Latin	modern	moderate	n/a	CDF	Currencies	Middle Africa	Middle Africa: Congo - Kinshasa	CDF-name-other	http://st.unicode.org/cldr-apps/v#/to//9b56f355867e213
to	Tongan	Latin	modern	moderate	n/a	CHF	Currencies	Northern/Western Europe	Western Europe: Switzerland	CHF-name	http://st.unicode.org/cldr-apps/v#/to//2e6c5e67ace2d8d8
to	Tongan	Latin	modern	moderate	n/a	CHF	Currencies	Northern/Western Europe	Western Europe: Switzerland	CHF-name-other	http://st.unicode.org/cldr-apps/v#/to//8a400d99485752f
to	Tongan	Latin	modern	moderate	n/a	CLP	Currencies	South America (C)	South America: Chile	CLP-name	http://st.unicode.org/cldr-apps/v#/to//63fa409e427a9e2f
to	Tongan	Latin	modern	moderate	n/a	CLP	Currencies	South America (C)	South America: Chile	CLP-name-other	http://st.unicode.org/cldr-apps/v#/to//5e626d29b1fb7152
to	Tongan	Latin	modern	moderate	n/a	CNH	Currencies	Eastern Asia (C)	Eastern Asia: China: CNH (offshore)	CNH-name	http://st.unicode.org/cldr-apps/v#/to//7b0abdabba2d296b
to	Tongan	Latin	modern	moderate	n/a	CNH	Currencies	Eastern Asia (C)	Eastern Asia: China: CNH (offshore)	CNH-name-other	http://st.unicode.org/cldr-apps/v#/to//5d6b36f22c5a1078
to	Tongan	Latin	modern	moderate	n/a	CNY	Currencies	Eastern Asia (C)	Eastern Asia: China	CNY-name	http://st.unicode.org/cldr-apps/v#/to//7ee3078a07b28c67
to	Tongan	Latin	modern	moderate	n/a	CNY	Currencies	Eastern Asia (C)	Eastern Asia: China	CNY-name-other	http://st.unicode.org/cldr-apps/v#/to//7635ad6b68b27469
to	Tongan	Latin	modern	moderate	n/a	COP	Currencies	South America (C)	South America: Colombia	COP-name	http://st.unicode.org/cldr-apps/v#/to//4384816445e152e3
to	Tongan	Latin	modern	moderate	n/a	COP	Currencies	South America (C)	South America: Colombia	COP-name-other	http://st.unicode.org/cldr-apps/v#/to//7bb4b3b26acf5143
to	Tongan	Latin	modern	moderate	n/a	CRC	Currencies	North America (C)	Central America: Costa Rica	CRC-name	http://st.unicode.org/cldr-apps/v#/to//1d10ba30f259ab9a
to	Tongan	Latin	modern	moderate	n/a	CRC	Currencies	North America (C)	Central America: Costa Rica	CRC-name-other	http://st.unicode.org/cldr-apps/v#/to//6a88b69a674802bf
to	Tongan	Latin	modern	moderate	n/a	CUC	Currencies	North America (C)	Caribbean: Cuba	CUC-name	http://st.unicode.org/cldr-apps/v#/to//6707f837facdba68
to	Tongan	Latin	modern	moderate	n/a	CUC	Currencies	North America (C)	Caribbean: Cuba	CUC-name-other	http://st.unicode.org/cldr-apps/v#/to//3b0e0a11de7dc6a1
to	Tongan	Latin	modern	moderate	n/a	CUP	Currencies	North America (C)	Caribbean: Cuba	CUP-name	http://st.unicode.org/cldr-apps/v#/to//edaebdc38fc8a84
to	Tongan	Latin	modern	moderate	n/a	CUP	Currencies	North America (C)	Caribbean: Cuba	CUP-name-other	http://st.unicode.org/cldr-apps/v#/to//2de1f52c2f4d8d2e
to	Tongan	Latin	modern	moderate	n/a	CVE	Currencies	Western Africa	Western Africa: Cape Verde	CVE-name	http://st.unicode.org/cldr-apps/v#/to//1e6bb0431df359a7
to	Tongan	Latin	modern	moderate	n/a	CVE	Currencies	Western Africa	Western Africa: Cape Verde	CVE-name-other	http://st.unicode.org/cldr-apps/v#/to//7b7f96c0fcf8863f
to	Tongan	Latin	modern	moderate	n/a	CZK	Currencies	Southern/Eastern Europe	Eastern Europe: Czechia	CZK-name	http://st.unicode.org/cldr-apps/v#/to//44c8cdc2f9a9c75e
to	Tongan	Latin	modern	moderate	n/a	CZK	Currencies	Southern/Eastern Europe	Eastern Europe: Czechia	CZK-name-other	http://st.unicode.org/cldr-apps/v#/to//6ca462cc06f7bd7d
to	Tongan	Latin	modern	moderate	n/a	DJF	Currencies	Eastern Africa	Eastern Africa: Djibouti	DJF-name	http://st.unicode.org/cldr-apps/v#/to//4495e2bf1e62167c
to	Tongan	Latin	modern	moderate	n/a	DJF	Currencies	Eastern Africa	Eastern Africa: Djibouti	DJF-name-other	http://st.unicode.org/cldr-apps/v#/to//30b8621b0fe8578a
to	Tongan	Latin	modern	moderate	n/a	DKK	Currencies	Northern/Western Europe	Northern Europe: Denmark	DKK-name	http://st.unicode.org/cldr-apps/v#/to//75ad2fb4b3b6a98d
to	Tongan	Latin	modern	moderate	n/a	DKK	Currencies	Northern/Western Europe	Northern Europe: Denmark	DKK-name-other	http://st.unicode.org/cldr-apps/v#/to//37a19aed56136b97
to	Tongan	Latin	modern	moderate	n/a	DOP	Currencies	North America (C)	Caribbean: Dominican Republic	DOP-name	http://st.unicode.org/cldr-apps/v#/to//775f6cc1467c86f2
to	Tongan	Latin	modern	moderate	n/a	DOP	Currencies	North America (C)	Caribbean: Dominican Republic	DOP-name-other	http://st.unicode.org/cldr-apps/v#/to//49a2653bf25206b9
to	Tongan	Latin	modern	moderate	n/a	DZD	Currencies	Northern Africa	Northern Africa: Algeria	DZD-name	http://st.unicode.org/cldr-apps/v#/to//45fb098396a8082f
to	Tongan	Latin	modern	moderate	n/a	DZD	Currencies	Northern Africa	Northern Africa: Algeria	DZD-name-other	http://st.unicode.org/cldr-apps/v#/to//10a051db4cd44ee0
to	Tongan	Latin	modern	moderate	n/a	EGP	Currencies	Northern Africa	Northern Africa: Egypt	EGP-name	http://st.unicode.org/cldr-apps/v#/to//7937fecf4e396300
to	Tongan	Latin	modern	moderate	n/a	EGP	Currencies	Northern Africa	Northern Africa: Egypt	EGP-name-other	http://st.unicode.org/cldr-apps/v#/to//38df8adf2faa9738
to	Tongan	Latin	modern	moderate	n/a	ERN	Currencies	Eastern Africa	Eastern Africa: Eritrea	ERN-name	http://st.unicode.org/cldr-apps/v#/to//783e3841293d57b4
to	Tongan	Latin	modern	moderate	n/a	ERN	Currencies	Eastern Africa	Eastern Africa: Eritrea	ERN-name-other	http://st.unicode.org/cldr-apps/v#/to//124eea38c572b03e
to	Tongan	Latin	modern	moderate	n/a	ETB	Currencies	Eastern Africa	Eastern Africa: Ethiopia	ETB-name	http://st.unicode.org/cldr-apps/v#/to//5c8a53d3a7ad1efb
to	Tongan	Latin	modern	moderate	n/a	ETB	Currencies	Eastern Africa	Eastern Africa: Ethiopia	ETB-name-other	http://st.unicode.org/cldr-apps/v#/to//57ef0afbd1d22824
to	Tongan	Latin	modern	moderate	n/a	FKP	Currencies	South America (C)	South America: Falkland Islands	FKP-name	http://st.unicode.org/cldr-apps/v#/to//6396341d356a3fcf
to	Tongan	Latin	modern	moderate	n/a	FKP	Currencies	South America (C)	South America: Falkland Islands	FKP-name-other	http://st.unicode.org/cldr-apps/v#/to//5dde7cc68f9d8f50
to	Tongan	Latin	modern	moderate	n/a	GBP	Currencies	Northern/Western Europe	Northern Europe: United Kingdom	GBP-name	http://st.unicode.org/cldr-apps/v#/to//55b33d7d4a4ddb24
to	Tongan	Latin	modern	moderate	n/a	GBP	Currencies	Northern/Western Europe	Northern Europe: United Kingdom	GBP-name-other	http://st.unicode.org/cldr-apps/v#/to//1b1d1f8db6449871
to	Tongan	Latin	modern	moderate	n/a	GEL	Currencies	Western Asia (C)	Western Asia: Georgia	GEL-name	http://st.unicode.org/cldr-apps/v#/to//5bb7fd56ec415b0
to	Tongan	Latin	modern	moderate	n/a	GEL	Currencies	Western Asia (C)	Western Asia: Georgia	GEL-name-other	http://st.unicode.org/cldr-apps/v#/to//4ea7259a703b7086
to	Tongan	Latin	modern	moderate	n/a	GHS	Currencies	Western Africa	Western Africa: Ghana	GHS-name	http://st.unicode.org/cldr-apps/v#/to//46b93fa2ce4c219e
to	Tongan	Latin	modern	moderate	n/a	GHS	Currencies	Western Africa	Western Africa: Ghana	GHS-name-other	http://st.unicode.org/cldr-apps/v#/to//14db5c372a7d39cc
to	Tongan	Latin	modern	moderate	n/a	GIP	Currencies	Southern/Eastern Europe	Southern Europe: Gibraltar	GIP-name	http://st.unicode.org/cldr-apps/v#/to//3a57427c721eb335
to	Tongan	Latin	modern	moderate	n/a	GIP	Currencies	Southern/Eastern Europe	Southern Europe: Gibraltar	GIP-name-other	http://st.unicode.org/cldr-apps/v#/to//3490eeccd7f3542
to	Tongan	Latin	modern	moderate	n/a	GMD	Currencies	Western Africa	Western Africa: Gambia	GMD-name	http://st.unicode.org/cldr-apps/v#/to//397b627f783fef8a
to	Tongan	Latin	modern	moderate	n/a	GMD	Currencies	Western Africa	Western Africa: Gambia	GMD-name-other	http://st.unicode.org/cldr-apps/v#/to//1869c940ba3480cb
to	Tongan	Latin	modern	moderate	n/a	GNF	Currencies	Western Africa	Western Africa: Guinea	GNF-name	http://st.unicode.org/cldr-apps/v#/to//5a6979e2c1a31321
to	Tongan	Latin	modern	moderate	n/a	GNF	Currencies	Western Africa	Western Africa: Guinea	GNF-name-other	http://st.unicode.org/cldr-apps/v#/to//354f2e3d4c252894
to	Tongan	Latin	modern	moderate	n/a	GTQ	Currencies	North America (C)	Central America: Guatemala	GTQ-name	http://st.unicode.org/cldr-apps/v#/to//261d4169a3dc3d31
to	Tongan	Latin	modern	moderate	n/a	GTQ	Currencies	North America (C)	Central America: Guatemala	GTQ-name-other	http://st.unicode.org/cldr-apps/v#/to//7a211d07b6c8c93d
to	Tongan	Latin	modern	moderate	n/a	GYD	Currencies	South America (C)	South America: Guyana	GYD-name	http://st.unicode.org/cldr-apps/v#/to//2aedd38cb57a4f5
to	Tongan	Latin	modern	moderate	n/a	GYD	Currencies	South America (C)	South America: Guyana	GYD-name-other	http://st.unicode.org/cldr-apps/v#/to//444a4ee890d00eb8
to	Tongan	Latin	modern	moderate	n/a	HKD	Currencies	Eastern Asia (C)	Eastern Asia: Hong Kong SAR China	HKD-name	http://st.unicode.org/cldr-apps/v#/to//4fe1c3e5b4be32ef
to	Tongan	Latin	modern	moderate	n/a	HKD	Currencies	Eastern Asia (C)	Eastern Asia: Hong Kong SAR China	HKD-name-other	http://st.unicode.org/cldr-apps/v#/to//3f69b8470fa3824f
to	Tongan	Latin	modern	moderate	n/a	HNL	Currencies	North America (C)	Central America: Honduras	HNL-name	http://st.unicode.org/cldr-apps/v#/to//9d481a5c9bd48f7
to	Tongan	Latin	modern	moderate	n/a	HNL	Currencies	North America (C)	Central America: Honduras	HNL-name-other	http://st.unicode.org/cldr-apps/v#/to//2f42bec19fb08e05
to	Tongan	Latin	modern	moderate	n/a	HRK	Currencies	Southern/Eastern Europe	Southern Europe: Croatia	HRK-name	http://st.unicode.org/cldr-apps/v#/to//4b4d306f75d64388
to	Tongan	Latin	modern	moderate	n/a	HRK	Currencies	Southern/Eastern Europe	Southern Europe: Croatia	HRK-name-other	http://st.unicode.org/cldr-apps/v#/to//1adceb6c2811f1da
to	Tongan	Latin	modern	moderate	n/a	HTG	Currencies	North America (C)	Caribbean: Haiti	HTG-name	http://st.unicode.org/cldr-apps/v#/to//1ec5cfb0cdae15ad
to	Tongan	Latin	modern	moderate	n/a	HTG	Currencies	North America (C)	Caribbean: Haiti	HTG-name-other	http://st.unicode.org/cldr-apps/v#/to//268e78b4b307ed4d
to	Tongan	Latin	modern	moderate	n/a	HUF	Currencies	Southern/Eastern Europe	Eastern Europe: Hungary	HUF-name	http://st.unicode.org/cldr-apps/v#/to//539e082c17d49876
to	Tongan	Latin	modern	moderate	n/a	HUF	Currencies	Southern/Eastern Europe	Eastern Europe: Hungary	HUF-name-other	http://st.unicode.org/cldr-apps/v#/to//6f622b61cfaf5130
to	Tongan	Latin	modern	moderate	n/a	IDR	Currencies	Southeast Asia (C)	Southeast Asia: Indonesia	IDR-name	http://st.unicode.org/cldr-apps/v#/to//39aeef07e7f1f849
to	Tongan	Latin	modern	moderate	n/a	IDR	Currencies	Southeast Asia (C)	Southeast Asia: Indonesia	IDR-name-other	http://st.unicode.org/cldr-apps/v#/to//2f674d0113057f89
to	Tongan	Latin	modern	moderate	n/a	ILS	Currencies	Western Asia (C)	Western Asia: Israel	ILS-name	http://st.unicode.org/cldr-apps/v#/to//1ded921c74d570d7
to	Tongan	Latin	modern	moderate	n/a	ILS	Currencies	Western Asia (C)	Western Asia: Israel	ILS-name-other	http://st.unicode.org/cldr-apps/v#/to//176ec5d0b775ac84
to	Tongan	Latin	modern	moderate	n/a	INR	Currencies	Southern Asia (C)	Southern Asia: India	INR-name	http://st.unicode.org/cldr-apps/v#/to//429f92f78f376380
to	Tongan	Latin	modern	moderate	n/a	INR	Currencies	Southern Asia (C)	Southern Asia: India	INR-name-other	http://st.unicode.org/cldr-apps/v#/to//1be37189a56d6fd5
to	Tongan	Latin	modern	moderate	n/a	IQD	Currencies	Western Asia (C)	Western Asia: Iraq	IQD-name	http://st.unicode.org/cldr-apps/v#/to//6144a1757e350ceb
to	Tongan	Latin	modern	moderate	n/a	IQD	Currencies	Western Asia (C)	Western Asia: Iraq	IQD-name-other	http://st.unicode.org/cldr-apps/v#/to//28ed559aecd83a16
to	Tongan	Latin	modern	moderate	n/a	IRR	Currencies	Southern Asia (C)	Southern Asia: Iran	IRR-name	http://st.unicode.org/cldr-apps/v#/to//7d14bf3389aff5de
to	Tongan	Latin	modern	moderate	n/a	IRR	Currencies	Southern Asia (C)	Southern Asia: Iran	IRR-name-other	http://st.unicode.org/cldr-apps/v#/to//75b66bfad03be7e9
to	Tongan	Latin	modern	moderate	n/a	ISK	Currencies	Northern/Western Europe	Northern Europe: Iceland	ISK-name	http://st.unicode.org/cldr-apps/v#/to//b77d3376f8e1dbf
to	Tongan	Latin	modern	moderate	n/a	ISK	Currencies	Northern/Western Europe	Northern Europe: Iceland	ISK-name-other	http://st.unicode.org/cldr-apps/v#/to//61e176d6fcf5d3b2
to	Tongan	Latin	modern	moderate	n/a	JMD	Currencies	North America (C)	Caribbean: Jamaica	JMD-name	http://st.unicode.org/cldr-apps/v#/to//4c4280ed71d9cb31
to	Tongan	Latin	modern	moderate	n/a	JMD	Currencies	North America (C)	Caribbean: Jamaica	JMD-name-other	http://st.unicode.org/cldr-apps/v#/to//118a6961c056a47c
to	Tongan	Latin	modern	moderate	n/a	JOD	Currencies	Western Asia (C)	Western Asia: Jordan	JOD-name	http://st.unicode.org/cldr-apps/v#/to//23ae03047380bfa5
to	Tongan	Latin	modern	moderate	n/a	JOD	Currencies	Western Asia (C)	Western Asia: Jordan	JOD-name-other	http://st.unicode.org/cldr-apps/v#/to//47ca48e2d216024f
to	Tongan	Latin	modern	moderate	n/a	JPY	Currencies	Eastern Asia (C)	Eastern Asia: Japan	JPY-name	http://st.unicode.org/cldr-apps/v#/to//28097fc3a5b0526d
to	Tongan	Latin	modern	moderate	n/a	JPY	Currencies	Eastern Asia (C)	Eastern Asia: Japan	JPY-name-other	http://st.unicode.org/cldr-apps/v#/to//579f6552c1642b25
to	Tongan	Latin	modern	moderate	n/a	KES	Currencies	Eastern Africa	Eastern Africa: Kenya	KES-name	http://st.unicode.org/cldr-apps/v#/to//6628d03d7e5ad22f
to	Tongan	Latin	modern	moderate	n/a	KES	Currencies	Eastern Africa	Eastern Africa: Kenya	KES-name-other	http://st.unicode.org/cldr-apps/v#/to//4b09bab87c325994
